"WHM Name","WH Name","WH ID","Address","District","State","Capacity(in MT)","Registration Date","Registration Valid Upto","Contact No.","Status","Remarks"
"Padur PACCS","Padur PACCS","6701197","Perumal Kovil street, Padur Village & Post","Kancheepuram","TAMIL NADU","100","28-Mar-2023","27-Mar-2028","9626580024","Active",""
"PALANGARAIPACCS","PALANGARAI PRIMARY AGRICULTURAL PRODUCERS COOPERATIVE MARKETING SOCIETY","6683015","AVINASHILINGAMPALAYAM, PALANGARAI","Tiruppur","TAMIL NADU","100","15-Feb-2023","14-Feb-2028","9894892395","Active",""
"PALANGARAIPACCS","PALAGARAIPACCS","6700835","AVINASHILINGAMPALAYAM, PALANGARAI","Tiruppur","TAMIL NADU","100","28-Mar-2023","27-Mar-2028","9894892395","Active",""
"PALANI","hh616 elangadu paccs","6724231","jain street,elangadu p&v, vandavasi tk","Tiruvannamalai","TAMIL NADU","100","29-May-2023","28-May-2028","9894302298","Active",""
"PalappalayamPACS","K365 Palappalayam pacs","6684450","Chiniyampalayam, Thiruvachi","Erode","TAMIL NADU","100","17-Feb-2023","16-Feb-2028","9486621328","Active",""
"PalappalayamPACS","K365 Palappalayam pacs","6684187","palappalayam, thiruvachi","Erode","TAMIL NADU","100","17-Feb-2023","16-Feb-2028","9486621328","Active",""
"pangunatham paccs","PANGUNATHAM PACCS","6747729","2\277 PANGUNATHAM VILLAGE, NALLAMPALLI","Dharmapuri","TAMIL NADU","100","28-Jun-2023","27-Jun-2028","9500422332","Active",""
"Pappireddipatty paccs","Pappireddipatty Pacs","6692107","Pappireddipatty post, Salem main Road","Dharmapuri","TAMIL NADU","100","06-Mar-2023","05-Mar-2028","9443688673","Active",""
"PERAMBALUR","perambalur","6935373","No 92 Madhanagopalapuram, Trichy Main Road","Perambalur","TAMIL NADU","100","30-May-2024","29-May-2029","8012372787","Active",""
"PERAMBALUR MARKET COMMITTEE","REGULATED MARKET - PERAMBALUR","6629554","GandhiNagar VadakkuMadhavi Road, Elambalur","Perambalur","TAMIL NADU","2000","14-Sep-2022","13-Sep-2027","8526383325","Active",""
"PERAMBALUR MARKET COMMITTEE","REGULATED MARKET - JAYAMKONDAM","6629018","26A TRICHY MAIN ROAD, NATARAJA NAGAR KUNJITHAPATHAPURAM","Ariyalur","TAMIL NADU","2000","13-Sep-2022","12-Sep-2027","9655180343","Active",""
"PERAMBALUR MARKET COMMITTEE","REGULATED MARKET - ANDIMADAM","6631535","Near Santhai thoppu, Aandimadam","Ariyalur","TAMIL NADU","2000","20-Sep-2022","19-Sep-2027","9842852150","Active",""
"PerampattuPACCS","perampattu paccs","4091688","C.2579 Perampattu PACCS, Perampattu (Vill& Post), Tirupattur District – 635652","Vellore","TAMIL NADU","100","30-Mar-2021","29-Mar-2026","9500299979","Active",""
"PUDUKKOTTAI MARKET COMMITTEE","Aranthangi","6627038","Regulated Market, Arugankulam vadakarai,veeramakaliammankovil,Aranthangi","Pudukkottai","TAMIL NADU","500","06-Sep-2022","05-Sep-2027","9443962834","Active",""
"PUDUKKOTTAI MARKET COMMITTEE","Alangudi","6609846","REGULATED MARKET, GANDHI ROAD ,ALANGUDI","Pudukkottai","TAMIL NADU","1000","04-Aug-2022","03-Aug-2027","9092406918","Active",""
"PUDUKKOTTAI MARKET COMMITTEE","ILLUPPUR COLD STORAGE","6795967","VIRALIMALAI ROAD, MELAPATTI","Pudukkottai","TAMIL NADU","100","27-Oct-2023","26-Jan-2028","9894862454","Active",""
"PUDUKKOTTAI MARKET COMMITTEE","ILLUPPUR 1000MT WAREHOUSE","7086481","VIRALIMALAI ROAD, MELAPATTI","Pudukkottai","TAMIL NADU","1000","09-May-2025","08-Aug-2029","9894862454","Active",""
"Puduranadu PACCS","pudurnadu lamp","5371651","pudurnadu village, pudurnadu post","Vellore","TAMIL NADU","100","31-May-2021","30-May-2026","9442673378","Active",""
"PUNGAMUTHUR PACCS","DD599 Pungamuthur Paccs","7083785","Pungamuthur village, APPANOOTHU POST","Dindigul","TAMIL NADU","100","02-May-2025","01-May-2030","8220057223","Active",""
"Q.888.K.Gopalapuram Paccs Ltd","Q888 Gopalapuram Paccs","7088016","Gopalapuram,","Virudhunagar","TAMIL NADU","100","14-May-2025","13-May-2030","9489056475","Active",""
"Q480 MUTHURAMALINGAPURAM PACCS","Q480 MUTHURAMALINGAPURAM PACCS","6011640","MUTHURAMALINGAPURAM,","Virudhunagar","TAMIL NADU","100","13-Jul-2021","12-Jul-2026","9486736965","Active",""
"Q832.PRamachandrapuram Paccs","Q832 P Ramachandrapuram Paccs","7086218","2/21 School Street, P Ramachandrapuram Village & Post","Virudhunagar","TAMIL NADU","100","08-May-2025","07-May-2030","9442840030","Active",""
"R.S.Ravi","KALPADI PACCS","6939789","Kalpadi post,","Perambalur","TAMIL NADU","100","09-Jun-2024","08-Jun-2029","9994313163","Active",""
"R10854KADAMBUR PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD","R10854KADAMBURPRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD","6791728","RAJAJI SALAI, KADAMBUR PO","Perambalur","TAMIL NADU","100","27-Mar-2025","26-Mar-2030","9965943685","Active",""
"R1571 THIRUPPARAITHURAI PRIMARY AGRICULTURAL COOPERATIVE CREDIT SOCIETY LTD","R1571 THIRUPPARAITHURAI PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD","6767883","THIRUPPARAITHURAI,","Tiruchirappalli","TAMIL NADU","250","31-Jul-2023","30-Jul-2028","9787379129","Active",""
"R589 VEMBANUR PACCS","R. 589 VEMBANUR PACCS","1971661","VEMBANUR, VEMBANUR PO,","Tiruchirappalli","TAMIL NADU","100","08-Jan-2021","07-Jan-2026","9566555779","Active",""
"R6198 POOLAMBADI PRIMARY AGRICULTURAL CO OPERATIVE CREDIT SOCIETY LTD","POOLAMBADI PACCS","6866974","POOLAMBADI PACCS,","Perambalur","TAMIL NADU","100","20-Feb-2024","19-Feb-2029","9952190835","Active",""
"radhapurampaccs","HH546 RADHAPURAM PACCS","6540272","SOCIETY STREET, RADHAPURAM VILLAGE & POST","Tiruvannamalai","TAMIL NADU","100","02-Nov-2021","01-May-2026","9087739301","Active",""
"RAKKIAPALAYAM PACS","RAKKIAPALAYAM PACS","7015746","BHARATHI NAGAR, AMMAPALAYAM RAKKIAPALAYAM","Tiruppur","TAMIL NADU","100","04-Feb-2025","03-Feb-2030","9791615386","Active",""
"RAMANATHAPURAM MARKET COMMITTEE","PARAMAKUDI REGULATED MARKET","6787238","12-133(6), RAMANATHAPURAM ROAD","Ramanathapuram","TAMIL NADU","100","29-Sep-2023","28-Sep-2028","8248865221","Active",""
"RAMANATHAPURAM MARKET COMMITTEE","PARAMAKUDI REGULATED MARKET","6636211","12-133(6) RAMANATHAPURAM ROAD,, PARAMAKUDI","Ramanathapuram","TAMIL NADU","1000","27-Sep-2022","26-Sep-2027","8248865221","Active",""
"RAMANATHAPURAM MARKET COMMITTEE","Ramanathapuram Regulated Market","6915482","Ramanathapuram,","Ramanathapuram","TAMIL NADU","600","18-Apr-2024","17-Apr-2029","9677844623","Inactive","EXPIRED INSURANCE"
"RAMANATHAPURAM MARKET COMMITTEE","PARAMAKUDI REGULATED MARKET","6635312","12-133(6) RAMANATHAPURAM ROAD, PARAMAKUDI","Ramanathapuram","TAMIL NADU","2000","26-Sep-2022","25-Sep-2027","8248865221","Active",""
"RAMANATHAPURAM MARKET COMMITTEE","Thiruvadanai Regulated Market","6849426","Near Women Police Station, C K Mangalam","Ramanathapuram","TAMIL NADU","2000","31-Jan-2024","30-Oct-2028","9360498590","Active",""
"RAMANATHAPURAM MARKET COMMITTEE","PARAMAKUDI REGULATED MARKET","6943203","RAMNAD TO MADURAI MAIN ROAD, PARAMAKUDI","Ramanathapuram","TAMIL NADU","500","14-Jun-2024","13-Jun-2029","9788843566","Active",""
"RAMANATHAPURAM MARKET COMMITTEE","Rajasingamangalam Regulated Market","6759245","Trichy-Rameshwaram Main Road, Rajasingamangalam","Ramanathapuram","TAMIL NADU","4000","19-Jul-2023","18-Jul-2028","8056446037","Active",""
"RAMANATHAPURAM MARKET COMMITTEE","RAMANATHAPURAM REGULATED MARKET","6942577","2B LATHAMS BUNGALOW ROAD, OPP GOVT HOSPITAL","Ramanathapuram","TAMIL NADU","400","13-Jun-2024","12-Jun-2029","9677844623","Active",""
"RAMANATHAPURAM MARKET COMMITTEE","Ettivayal integrated Chillies Complex","6774814","Anusiyapuram, Uthirakosamanagai Road","Ramanathapuram","TAMIL NADU","2000","23-Aug-2023","22-Aug-2028","9677844623","Active",""
"RAMANATHAPURAM MARKET COMMITTEE","RAMANATHAPURAM REGULATED MARKET","6639728","ANUSIYAPURAM, UTHIRAKOSAMANGAI ROAD","Ramanathapuram","TAMIL NADU","2000","10-Oct-2022","09-Oct-2027","9677844623","Inactive","EXPIRED INSURANCE"
"RAMANATHAPURAM MARKET COMMITTEE","PARAMAKUDI REGULATED MARKET","6637920","12-133(6) RAMANATHAPURM ROAD, PARAMAKUDI","Ramanathapuram","TAMIL NADU","1000","03-Oct-2022","02-Oct-2027","8248865221","Inactive","EXPIRED INSURANCE"
"RAVENDRAN SUNDARALINGAM","SMILE AGRI STORAGES","6726756","4/368,KAMARAJ SALAI,","Thiruvallur","TAMIL NADU","3600","31-May-2023","30-May-2028","9884352555","Active",""
"Ravi","S434 chinnankuppam paccs","6689137","Chinnankuppam post,","Dharmapuri","TAMIL NADU","100","27-Feb-2023","26-Feb-2028","9489723770","Active",""
"RAVIKUMAR CHINNUSAMY","Ravikumar Warehouse","7095219","2/55BA- KELEREPATTI, DEVANANGURICHI","Namakkal","TAMIL NADU","1000","26-May-2025","25-Feb-2028","9845725101","Active",""
"S 428 GENDIGANAHALLI PACCS","S428 GENDIGANAHALLI PACCS","6690036","GENDIGANAHALLI VILLAGE, GENDIGANAHALLI POST","Dharmapuri","TAMIL NADU","100","28-Feb-2023","27-Feb-2028","8610145576","Active",""
"S.318.RASIPURAM AGRICULTURAL PRODUCERS CO-OPERATIVE MARKETING SOCIETY LTD","S.318.RASIPURAM AGRICULTURAL PRODUCERS CO-OPERATIVE MARKETING SOCIETY LTD-NAMAGIRIPET","7023393","Namagiripet, Attur Main Road, Pallakadu","Namakkal","TAMIL NADU","2000","19-Feb-2025","18-May-2029","9843796189","Active",""
"S.351.TIRUCHENGODE AGRICULTURAL PRODUCERS CO-OPERATIVE MARKETING SOCIETY LTD","S.351.TIRUCHENGODE AGRICULTURAL PRODUCERS CO-OPERATIVE MARKETING SOCIETY LTD-KONGANAPURAM-IV","6729990","Konganapuram,","Salem","TAMIL NADU","1000","06-Jun-2023","05-Jun-2028","9150065429","Active",""
"S.351.TIRUCHENGODE AGRICULTURAL PRODUCERS CO-OPERATIVE MARKETING SOCIETY LTD","S.351.TIRUCHENGODE AGRICULTURAL PRODUCERS CO-OPERATIVE MARKETING SOCIETY LTD- TIRUCHENGODE","4691035","9, Velur Road, Kacheri Street","Namakkal","TAMIL NADU","2000","02-Jul-2024","01-Jul-2029","9150065428","Active",""
"S.351.TIRUCHENGODE AGRICULTURAL PRODUCERS CO-OPERATIVE MARKETING SOCIETY LTD","S.351.TIRUCHENGODE AGRICULTURAL PRODUCERS CO-OPERATIVE MARKETING SOCIETY LTD","6730444","141, Suriyagoundampalayam","Namakkal","TAMIL NADU","1000","06-Jun-2023","05-Jun-2028","7010883949","Active",""
"S.351.TIRUCHENGODE AGRICULTURAL PRODUCERS CO-OPERATIVE MARKETING SOCIETY LTD","S.351.TIRUCHENGODE AGRICULTURAL PRODUCERS CO-OPERATIVE MARKETING SOCIETY LTD-KONGANAPURAM II","4011036","Konganapuram,","Salem","TAMIL NADU","2000","25-Jun-2024","24-Jun-2029","9360647360","Active",""
"S.351.TIRUCHENGODE AGRICULTURAL PRODUCERS CO-OPERATIVE MARKETING SOCIETY LTD","S.351.TIRUCHENGODE AGRICULTURAL PRODUCERS CO-OPERATIVE MARKETING SOCIETY LTD-KONGANAPURAM-III","6729453","Konganapuram,","Salem","TAMIL NADU","2000","06-Jun-2023","05-Jun-2028","9150065429","Active",""
"S.351.TIRUCHENGODE AGRICULTURAL PRODUCERS CO-OPERATIVE MARKETING SOCIETY LTD","S.351.TIRUCHENGODE AGRICULTURAL PRODUCERS CO-OPERATIVE MARKETING SOCIETY LTD-KONGANAPURAM I","3651039","Konganapuram,","Salem","TAMIL NADU","2000","25-Jun-2024","24-Jun-2029","9965012945","Active",""
"S.351.TIRUCHENGODE AGRICULTURAL PRODUCERS CO-OPERATIVE MARKETING SOCIETY LTD","S.351.TIRUCHENGODE AGRICULTURAL PRODUCERS CO-OPERATIVE MARKETING SOCIETY LTD-MALLASAMUDRAM","3651052","141, Suriyagoundampalayam","Namakkal","TAMIL NADU","2000","26-Jun-2024","25-Jun-2029","9150065451","Active",""
"S.608.PATLOOR PRIMARY AGRICULTURAL CO-OPERATIVE CREDIT SOCIETY LTD","S.608.PATLOOR PRIMARY AGRICULTURAL CO-OPERATIVE CREDIT SOCIETY LTD","8430053","P.Goundampalayam PO,","Namakkal","TAMIL NADU","100","18-Mar-2024","17-Mar-2029","9941931387","Active",""
"S253 RANIMOOKKANUR PACCS LTD","S253 RANIMOOKKANUR PACCS LTD","6687602","RANIMOOKKANUR POST, SINGIRIHALLI","Dharmapuri","TAMIL NADU","100","21-Feb-2023","20-Feb-2028","9442438430","Active",""
"S311 GURUBARAHALLI PACCS","S311Gurubarahalli paccs","6690846","Gurubarahalli post,","Dharmapuri","TAMIL NADU","100","01-Mar-2023","28-Feb-2028","9442281297","Active",""
"S775 RAMIYAMPATTY PACCS","RAMIYAMPATTY PACCS","6641799","RAMIYAMPATTY PO, PAPPIREDDIPATTY TK","Dharmapuri","TAMIL NADU","100","16-Oct-2022","15-Oct-2027","9952171537","Active",""
"S972I IRUMATHUR PACCS LTD","S972 IRUMATHUR PACCS","6536940","IRUMATHUR (PO),KARIMANGALAM (TK),","Dharmapuri","TAMIL NADU","100","11-Oct-2021","10-Apr-2026","9442756349","Active",""
"Salavakkam PACCS","Salavakkam PACCS","6701825","Perumal kovil street, Salavakkam Village & Post","Kancheepuram","TAMIL NADU","100","29-Mar-2023","28-Mar-2028","9943621838","Active",""
"SALEM MARKET COMMITTEE","OMALUR RURAL GODOWN","7025463","D.NO.2/366, THARAMANGALAM MAIN ROAD,","Salem","TAMIL NADU","600","27-Feb-2025","26-Feb-2030","9843249208","Active",""
"SALEM MARKET COMMITTEE","SALEM","6627301","ARIYAMPALAYAM ROAD, SOOLAIMEDU,, UTHAMACHOLAPURAM PO, SALEM","Salem","TAMIL NADU","2000","06-Sep-2022","05-Sep-2027","9080323535","Active",""
"SALEM MARKET COMMITTEE","KARUMANDURAI RURAL GODOWN","7031040","KARUMANDURAI MAIN ROAD,","Salem","TAMIL NADU","500","05-Mar-2025","04-Mar-2030","8248697457","Active",""
"SALEM MARKET COMMITTEE","VAZHAPADI RURAL GODOWN","7031131","PUDUPALAYAM,","Salem","TAMIL NADU","500","05-Mar-2025","04-Mar-2030","9080323535","Active",""
"SALEM MARKET COMMITTEE","Edappadi","6623250","Vellerivelli (po), Edappadi","Salem","TAMIL NADU","500","30-Aug-2022","29-Aug-2027","7373272950","Active",""
"SALEM MARKET COMMITTEE","Attur","6668792","D.No.5/328-A, Near Samathuvapuram, Ammampalayam Po,, Gandhipuram, Attur","Salem","TAMIL NADU","2000","30-Dec-2022","29-Dec-2027","9787500653","Active",""
"SALEM MARKET COMMITTEE","OMALUR","6627665","D.NO.2/366 THARAMANGALAM MAIN ROAD, PACHANAMPATTI POST, OMALUR","Salem","TAMIL NADU","2000","07-Sep-2022","06-Sep-2027","9750272977","Active",""
"SALEM MARKET COMMITTEE","SALEM RURAL GODOWN C","7030950","AVARAMPALAYAM ROAD, SOOLAIMEDU, UTHAMASOLAPURAM","Salem","TAMIL NADU","500","05-Mar-2025","04-Mar-2030","9159356156","Active",""
"SALEM MARKET COMMITTEE","Mecheri Cold Storage","6780753","Nesavalar Colony, Samrajpettai,","Salem","TAMIL NADU","100","13-Sep-2023","12-Sep-2028","9952982673","Active",""
"SALEM MARKET COMMITTEE","Attur Rural Godown","6982177","D.No.5/328-A, Near Samathuvapuram, Ammampalayam Po,, Gandhipuram, Attur","Salem","TAMIL NADU","500","01-Oct-2024","30-Jun-2029","9787500653","Active",""
"SALEM MARKET COMMITTEE","SALEM RURAL GODOWN B","7031495","ARIYAMPALAYAM ROAD, SOOLAIMEDU,, UTHAMASOLAPURAM POST","Salem","TAMIL NADU","500","06-Mar-2025","05-Mar-2030","9159356156","Active",""
"SALEM MARKET COMMITTEE","KONGANAPURAM","6627210","OMALUR MAIN ROAD,, KARUNKARADU, KONGANAPURAM","Salem","TAMIL NADU","1000","06-Sep-2022","05-Sep-2027","7373272950","Active",""
"SALEM MARKET COMMITTEE","SALEM","6627574","ARIYAMPALAYAM ROAD, SOOLAIMEDU, UTHAMASOLAPURAM POST","Salem","TAMIL NADU","2000","06-Sep-2022","05-Sep-2027","9080323535","Active",""
"SALEM MARKET COMMITTEE","MECHERI RURAL GODOWN","7030778","Nesavalar Colony, Samrajpettai,","Salem","TAMIL NADU","600","04-Mar-2025","03-Mar-2030","7373272950","Active",""
"SALEM MARKET COMMITTEE","KONGANAPURAM RURAL GODOWN","7030869","OMALUR MAIN ROAD, ARUNKARADU, KONGANAPURAM","Salem","TAMIL NADU","500","04-Mar-2025","03-Mar-2030","9543812911","Active",""
"SALEM MARKET COMMITTEE","GANGAVALLI RURAL GODOWN","7023120","6/58 Manjani Gate, Odaiyathur Post","Salem","TAMIL NADU","500","19-Feb-2025","18-May-2029","9345575718","Active",""
"SALEM MARKET COMMITTEE","Thammampatti","6624969","House Road, near market","Salem","TAMIL NADU","500","30-Aug-2022","29-Aug-2027","9787719753","Active",""
"SALEM MARKET COMMITTEE","KARUMANDURAI","6627483","MAIN ROAD, KARUMANDURAI","Salem","TAMIL NADU","600","06-Sep-2022","05-Sep-2027","8248697457","Active",""
"sampath Natarajan","SRI KRISHNA WAREHOUSE UNIT-5","6924302","No-18/32 A, Sowdambigai Nagar,Tirupura","Tiruppur","TAMIL NADU","2482","02-May-2024","01-May-2029","9965806666","Active",""
"sampath natarajan","SRI KRISHNA WAREHOUSE, Unit No. 3 & 4","6925564","No 5/168 and 5/177, Coimbatore Road","Tiruppur","TAMIL NADU","4800","03-May-2024","02-May-2029","9965806666","Active",""
"sampath natarajan","Sri Krishna Warehouse Unit-10","6697320","6/236,Kavundampalayam,Coimbatore Road,","Tiruppur","TAMIL NADU","9508","20-Mar-2023","19-Mar-2028","9965806666","Active",""
"sampath natarajan","Sri krishna warehouse Unit-1 & 2","6596795","145, Gandhinagar,Tirupur road","Tiruppur","TAMIL NADU","3376","23-Jun-2022","22-Dec-2026","9965806666","Active",""
"sampath natarajan","Sri Krishna Warehouse Unit-8","6921241","S.F No-216/2B1, Sadayapalayam Road","Tiruppur","TAMIL NADU","5300","24-Apr-2024","23-Apr-2029","9965806666","Active",""
"sampath natarajan","Sri Krishna Warehouse Unit-7","7075955","Old no 5/196,New no 209, Coimbatore road,Kadaiyur post","Tiruppur","TAMIL NADU","3564","24-Apr-2025","23-Apr-2030","9965806666","Active",""
"SASTHAVINALLUR PRIMARY AGRICULTURAL CO-OPERATIVE CREDIT SOCIETY","SASTHAVINALLUR PRAIMARY AGRICULTURAL CO-OPERATIVE CREDIT SOCIETY","6732333","POTHAKALANVILAI,","Thoothukkudi","TAMIL NADU","100","07-Jun-2023","06-Jun-2028","9489151794","Active",""
"Secretary, Dindigul Market Committee","Dindigul RM 2","6624514","Dindigul Regulated Market, Periyapallapatti, Begambur,","Dindigul","TAMIL NADU","2000","30-Aug-2022","29-Aug-2027","9940925095","Active",""
"Secretary, Dindigul Market Committee","Gopalpatti Cold storage","6982359","Vembarpatti, Natham Road","Dindigul","TAMIL NADU","500","01-Oct-2024","30-Mar-2029","8056697891","Active",""
"Secretary, Dindigul Market Committee","Oddanchatram Cold storage","6986673","Naganampatti Bye Pass Road, Oddanchatram","Dindigul","TAMIL NADU","1000","14-Oct-2024","13-Apr-2029","9710921187","Active",""
"Secretary, Dindigul Market Committee","Oddanchatram RM","6624878","Oddanchatram Regulated Market, Naganampatti ByPass,","Dindigul","TAMIL NADU","2000","30-Aug-2022","29-Aug-2027","9944300680","Active",""
"Secretary, Dindigul Market Committee","Batlagundu RM","6623078","Batlagundu Regulated Market, Kanavaipatti Road, Pudhupatti P.O., Batlagundu,","Dindigul","TAMIL NADU","1000","31-Aug-2022","30-Aug-2027","9976384996","Active",""
"Secretary, Dindigul Market Committee","Dindigul RM 1","6624332","Dindigul Regulated Market, Periyapallapatti, Begambur,,","Dindigul","TAMIL NADU","2000","30-Aug-2022","29-Aug-2027","9940925095","Active",""
"Secretary, Dindigul Market Committee","Gopalpatti Regulated Market","6965529","Vembarpatti post, Natham Road, Gopalpatti","Dindigul","TAMIL NADU","1000","02-Aug-2024","01-Feb-2029","8056697891","Active",""
"Secretary, Dindigul Market Committee","Natham RM","6664114","Natham Regulated Market, Gandhi Nagar, Natham,","Dindigul","TAMIL NADU","1000","20-Dec-2022","19-Jun-2027","8056697891","Active",""
"Secretary, Dindigul Market Committee","Vadamadurai RM","6624605","Vadamadurai,","Dindigul","TAMIL NADU","1000","30-Aug-2022","29-Aug-2027","8838266988","Active",""
"Secretary, Dindigul Market Committee","Oddanchatram Regulated Market -1","7055882","Naganampatti byepass road, Dindigul, Naganampatti Bye pass Road, Oddanchatram","Dindigul","TAMIL NADU","600","27-Mar-2025","26-Sep-2029","9710921187","Active",""
"Secretary, Theni Market Committee","Bodinayakkanur Regulated Market","6645931","Sillamarathupatti. Melachokkanathapuram post, Bodinayakkanur,","Theni","TAMIL NADU","2000","28-Oct-2022","27-Apr-2027","9842198075","Active",""
"Secretary, Theni Market Committee","Cumbum Regulated Market 2000 - MT - 2","6956346","LF Road , Uthamapuram Village , cumbum,","Theni","TAMIL NADU","2000","09-Jul-2024","08-Jul-2029","9092971690","Active",""
"Secretary, Theni Market Committee","Theni Regulated market 500 MT-2,3","6970206","215, Regulated Market Complex, Periyakulam road, Sukkuvadanpatti Post, Theni,","Theni","TAMIL NADU","1000","24-Aug-2024","23-Aug-2029","8072739455","Active",""
"Secretary, Theni Market Committee","Chinnamanur Regulated Market","6671044","236A/7, Seepalakottai road, Ward No:7, Chinnamanur,","Theni","TAMIL NADU","1000","10-Jan-2023","09-Apr-2027","9994716960","Active",""
"Secretary, Theni Market Committee","Cumbum Regulated Market 500 MT","6956882","LF Road , Uthamapuram Village, Cumbum,","Theni","TAMIL NADU","500","10-Jul-2024","09-Jan-2029","9092971690","Active",""
"Secretary, Theni Market Committee","Cumbum Regulated Market","6639181","LF Road, Uthamapuam Village, Cumbum,","Theni","TAMIL NADU","2000","06-Oct-2022","05-Jul-2027","9092971690","Active",""
"Secretary, Theni Market Committee","Cumbum 500 MT Cold Storage","6817472","L.F. Road, Uthamapuram village, Cumbum,","Theni","TAMIL NADU","500","15-Dec-2023","14-Jun-2028","9092971690","Active",""
"Secretary, Theni Market Committee","Bodinayakkanur Regulated Market 500 MT","6956619","Sillamarathupatti, Melachokkanathapuram post,","Theni","TAMIL NADU","500","09-Jul-2024","08-Jul-2029","9500707315","Active",""
"Secretary, Theni Market Committee","Aundipatti Regulated Market 500 MT- 1, 2","6976146","No.1 Narioothu Panchayat ,Thangammalpuram ,Aundipatti,","Theni","TAMIL NADU","1000","05-Sep-2024","04-Sep-2029","9994716960","Active",""
"Secretary, Theni Market Committee","Theni Regulated Market","6639090","215, Regulated Market Complex, Periyakulam road, Sukkuvadanpatti Post, Theni,","Theni","TAMIL NADU","2000","06-Oct-2022","05-Jul-2027","8072739455","Active",""
"Secretary, Theni Market Committee","Theni Regulated Market 500 MT","7074693","215, Theni Regulated Market Complex, Periyakulam road, Sukkuvadanpatti post,","Theni","TAMIL NADU","500","22-Apr-2025","21-Apr-2030","9976630746","Active",""
"Sivagangai Market Committee","Singampunari Regulated Market","6682470","Dindigul Road, RMS Oil Mill Near","Sivaganga","TAMIL NADU","1000","15-Feb-2023","14-Feb-2028","9092780830","Active",""
"Sivagangai Market Committee","Manamadurai Regulated Market","6708309","ByePass Road,","Sivaganga","TAMIL NADU","1000","12-Apr-2023","11-Oct-2027","9626860392","Active",""
"Sivagangai Market Committee","Devakottai Regulated Market","6706956","Ramanathapuram Road,","Sivaganga","TAMIL NADU","2500","04-Apr-2023","03-Apr-2028","9443543211","Active",""
"Sivagangai Market Committee","Sivagangai Regulated Market","6683734","Bose Nagar, Thondi Road","Sivaganga","TAMIL NADU","3000","17-Feb-2023","16-Feb-2028","9751470034","Active",""
"Sivagangai Market Committee","Karaikudi Regulated Market","6682298","Koviloor Road, Managiri","Sivaganga","TAMIL NADU","4000","15-Feb-2023","14-Feb-2028","9585879746","Active",""
"SPSPL 72 ARUNACHALAPURAM PACS","SP SPL 72 ARUNACHALAPURAM PACCS","5471648","MARAVARPERUNGUDI,","Virudhunagar","TAMIL NADU","100","07-Jun-2021","06-Dec-2025","9952243552","Active",""
"Spspl.30.Srivilliputhur Paccs","SPSPL30 SRIVILLIPUTHUR UCCS","7086846","NGGO COLONY,","Virudhunagar","TAMIL NADU","500","13-May-2025","12-May-2030","9442840050","Active",""
"spspl.42.singarajakottai paccs","SP.SPL.42,SINGARAJAKOTTAI PACCS","8931659","554-A,CHOKKAR KOVIL STREET, RAJAPALAYAM","Virudhunagar","TAMIL NADU","100","30-Sep-2020","29-Sep-2025","9487125371","Active",""
"Spspl34.Keelarajakularaman Paccs","SPSPL34 KEELARAJAKULARAMAN PACCS","7100613","PERUMAL KOVIL STREET, KEELARAJAKULARAMAN","Virudhunagar","TAMIL NADU","100","02-Jun-2025","01-Jun-2030","9600326202","Active",""
"Spspl35 Thombakulam Paccs","Spspl35 Thombakulam Paccs","7097017","Thombakulam,","Virudhunagar","TAMIL NADU","100","29-May-2025","28-May-2030","9488674799","Active",""
"Spspl81.Kundayiruppu Paccs","SPSPL81 KUNDAYIRUPPU PACCS","7101330","KUNDAYIRUPPU, RAMUTHEVANPATTI","Virudhunagar","TAMIL NADU","100","05-Jun-2025","04-Jun-2030","9489056491","Active",""
"SR Ramasamy","Sri Karvembu Warehouse","7010432","Sri Karvembu Warehouse, S.F.NO:158/4, Muthur Road, Veeranampalayam village,, Kangeyam TK,","Tiruppur","TAMIL NADU","3601","16-Jan-2025","15-Jan-2030","9787451916","Active",""
"Sriperumputhur PACCS","Sriperumubuthur PACCS","6771125","Puthanool Chathiram, Sriperumbuthur Village & Post","Kancheepuram","TAMIL NADU","100","10-Aug-2023","09-Feb-2026","9047382428","Active",""
"Sundarampalli paccs","sundarampalli paccs","6091641","sundarampalli village, sundarampalli post","Vellore","TAMIL NADU","100","20-Jul-2021","19-Jul-2026","9626200276","Active",""
"Tamilnadu Warehousing Corporation","TAMILNADU WAREHOUSING CORPORATION,ARAKKONAM.","6824858","Shaw Nagar, Ekhu Nagar Post, Arakkonam.","Vellore","TAMIL NADU","21400","26-Dec-2023","25-Dec-2028","8122122141","Active",""
"Tamilnadu Warehousing Corporation","TAMIL NADU WAREHOUSING CORPORATION AVINASHI","8771044","S.F.NO.141, MANGALAM ROAD","Tiruppur","TAMIL NADU","11000","09-Oct-2024","08-Oct-2029","9943020033","Active",""
"Tamilnadu Warehousing Corporation","TNWC, KALLAKURICHI WAREHOUSE","7001522","SALEM MAIN ROAD, THACHUR, KALLAKURICHI","Viluppuram","TAMIL NADU","3400","09-Dec-2024","08-Dec-2029","8668087445","Active",""
